Entity	Source	By-Statement
Siddaramaiah	NIE	Visit to Someshwara temple at Ulsoorrequesting her to review the visa policy , Siddaramaiah said that fast growing and high value tech sectors relied on effective immigration policy that attracted high-skilled workers and minimised barriers to the flow of talented people .
Siddaramaiah	NIE	Visit to Someshwara temple at Ulsoorrequesting her to review the visa policy , Siddaramaiah said that fast growing and high value tech sectors relied on effective immigration policy that attracted high-skilled workers and minimised barriers to the flow of talented people .
Siddaramaiah	NIE	When asked about his response on the Indian Institute of science , which had recently given a report that not more than 9 Tmcft of water would be availed as against 24 Tmcft of water from the PERSON project , Siddaramaiah said , the project was taken up as experts had given the opinion that more than 24 TMC of water can be lift if the project materialises .
Siddaramaiah	NIE	PERSON is an initiative to empower the girl child with technology , exposure and mentoring , said PERSON , after inaugurating Karnatakas flagship event on it and electronics Bengaluruite .
Smriti Irani	NIE	By Ptinew Delhi : women entrepreneurs are the major beneficiaries of the centre 's PERSON scheme , as they have cornered about 75 per cent of the total Disbursals , textiles minister PERSON said Wednesday .
Smriti Irani	Telegraph	Union textile minister PERSON said her ministry had so far facilitated employment to over 20,000 Jharkhand youths in the textile sector , and added that the foundation stone of National Institute of fashion technology would be laid in the state within a month .
Smriti Irani	Telegraph	Hrd minister PERSON said a dozen teachers - from top institutions like the University of Pennsylvania , Harvard University , Massachusetts Institute of technology , Columbia University , Yale University , Princeton University , Georgia Tech University , and the University of California , Berkeley - had already given their consent to take part in the scheme .
Smriti Irani	Telegraph	Hrd minister PERSON said a dozen teachers - from top institutions like the University of Pennsylvania , Harvard University , Massachusetts Institute of technology , Columbia University , Yale University , Princeton University , Georgia Tech University , and the University of California , Berkeley - had already given their consent to take part in the scheme .
Smriti Irani	Telegraph	PERSON file Pictureunion minister PERSON said on Saturday she wasnt sure if she would be around to attend the Indian womens science Congress in 2021 , to which she has been invited .
Smriti Irani	Telegraph	But , nonetheless , I accept her invitation with grace and gratitude , PERSON told the inaugural session of the womens science Congress in Jalandhar , revealing that the president-elect for 2020-21 had invited her .
Smriti Irani	DecH	The government proposes to formulate a new education policy aimed at meeting the challenges posed by lack of quality , research and innovation in our educational institutions , PERSON said .
Smriti Irani	DecH	Noting that skill development was the need of the hour , PERSON also said the Rajiv Gandhi Institute of information technology ( Rgiit ) has failed to address the issues of the youth of Amethi .
Smriti Irani	TOI	Coimbatore , Jan 27 ( ) since standardisation has been notified , India can become one of the most competitive economies in the field of technical textiles , Union minister PERSON said Sunday .
Smriti Irani	TOI	207 items notified as technical textiles will give major boost to the sunrise sector , PERSON had said in a tweet earlier .
Smriti Irani	IE	Attacking the previous upa government at the centre for delaying technology upgrades in the textile industry , PERSON said , in last three years of upa government , 40 schemes were launched , out of which 20 were suspended without spending a single penny .
Smriti Irani	IE	In her speech , PERSON said that modern science depends on empirical evidence and asked heads of technological institutions to provide research to back the claims related to the benefits of yoga .
Smriti Irani	IE	Today I call upon all those professors researchers and academicians who can help us quantify empirical evidence with regard to the benefits of yoga and yogic sciences , PERSON said adding that this would provide a boost to this area .
Smriti Irani	IE	In her speech , PERSON also said that the UGC is considering including net exam for yogic sciences to address the issue of finding teachers for this subject .
Smriti Irani	IE	I want Ijira to make presentations to ministries like women empowerment and rural development to promote women entrepreneurship , PERSON said at the inauguration of a Ijira technical seminar .
Smriti Irani	IE	Arul Horizonunion minister PERSON announced that a National-Level competition to promote research and innovation among students will start from August 15 and students will contribute their ideas directly to the central government .
Smriti Irani	IE	Do we look at the new evolving technologies from a position of suspect , PERSON asked , or do we look at it from a position of opportunity , from a position of consolidation or further expansion .
Soumini Jain	TOI	Mayor PERSON said that the implementation of the e-governance project is very important .
