Entity	Source	By-Statement
Siddaramaiah	TOI	although chief minister siddaramaiah claimed that the government has already distributed nearly rs 4,100 crore as relief to farmers who lost their crop, it's been a case of so near, yet so far.
Siddaramaiah	DecH	recalling the contributions of the wadiyar kings, especially nalvadi, to all fields to make mysuru a welfare state, including education, agriculture, irrigation, and industries, siddaramaiah said, since he became chief minister, roads measuring a total of 1,000 km have been laid across the district at a cost of rs 1,580 crore.
Siddaramaiah	DecH	siddaramaiah said an all-party delegation will soon be taken to prime minister narendra modi, urging him to come to the rescue of the farmers.
Siddaramaiah	DecH	complete 'aadhar' coverage in karnataka by june next: cmbangalore, july 16, 2013 (pti): 18:03 istkarnataka chief minister siddaramaiah today said plans have been formulated to cover the entire state under the 'aadhaar' project by june next year.
Siddaramaiah	DecH	siddaramaiah said that yeddyurappa has double standards when it comes to farmers issue.
Siddaramaiah	DecH	recalling yeddyurappas tenure as chief minister, siddaramaiah said that, when congress leader v s ugrappa asked yeddyurappa, the then chief minister, to waive off farm loans in the legislative council, yeddyurappa said that he had no note printing machine.
Siddaramaiah	DecH	siddaramaiah said that though many states are reeling under severe drought, the centre has not announced any benefit to manage the situation.
Siddaramaiah	DecH	stating that the government was floundering to account the actual energy consumed and the transmission and distribution losses, siddaramaiah said farmers continue to consume maximum power when compared to farmers of other states.
Siddaramaiah	DecH	in mandya alone, authorities have registered more than fifty cases, and have seized about 1,000 documents, said siddaramaiah , who is on a visit to mandya and mysore districts to comfort families of farmers who have committed suicide.
Siddaramaiah	DecH	about the steps taken by government to protect farmers like setting up of enforcement cells at district level to keep a check on private money lenders and repayment of dues to sugarcane farmers, siddaramaiah said government is planning to constitute an expert committee.
Siddaramaiah	DecH	making a statement in the assembly later in the day, siddaramaiah said: it is not possible to release tamil nadus share according to the final award as our farmers very much need water during this four-month period.
Siddaramaiah	DecH	all-party delegation to be taken to delhi to resolve sugar cane issuebelagavi: july 1, 2015, dhns 1:10 istthe state government will pay the sugar cane farmers after auctioning the sugar stock seized from the factories, chief minister siddaramaiah has said.
Siddaramaiah	DecH	responding to clarifications from members, siddaramaiah said the government will constitute an agriculture price commission soon and come to the rescue of arecanut, coconut, coffee and cotton growers in distress.
Siddaramaiah	DecH	recalling how the heavy monsoons this year had ruined arecanut crops in the coastal region, siddaramaiah said that the scientists from university of agriculture sciences must come up with innovative technologies.
Siddaramaiah	DecH	cm warns of action against usurious lendersjuly 19, 2015, bengaluru, dhns 1:16 istmoneylenders pressuring farmers for high rates of interest and eventually driving them to suicide will be held responsible for their death, chief minister siddaramaiah said on saturday.
Siddaramaiah	DecH	addressing farmers in the state through all india radio from bengaluru, siddaramaiah said it had come to the fore that the dramatic rise in farmer suicides in the last few days was due to their exploitation by mercenary moneylenders charging high rates of interest.
Siddaramaiah	DecH	stating that he was himself a son of a farmer, siddaramaiah said his government would make farmer welfare its priority.
Siddaramaiah	DecH	apologising for not visiting families of those farmers who have ended their lives, owing to the ongoing legislative session, siddaramaiah said he would do so once the session concluded.
Siddaramaiah	DecH	chief minister siddaramaiah announced cloud seeding, in the backdrop of five consecutive droughts.
Siddaramaiah	DecH	siddaramaiah said karnataka had urged the centre for a drought-relief package of rs 1,416 crore in january, but nothing had come so far.
Siddaramaiah	DecH	siddaramaiah also said the congress party had not opposed gst, but had only raised questions about some of the shortcomings in the bill.
Siddaramaiah	DecH	chief minister siddaramaiah , who launched the integrated marketing project, said that it was a revolutionary programme which will help make agriculture a profitable business.
